comment,language,confidence,likes,author,published_at
"J’aime trop BLACKPINK ça fait déjà plusieurs, ça fait déjà plusieurs années que vous faites le clip ensemble",pt,59,0,@mariamtoure224,2025-08-11T17:42:43Z
"MDS SÃO AS QUEENS, AVISAAAAAAAAAA",pt,14,0,@arinhirano,2025-08-11T05:18:42Z
Muito boa essa música ❤,pt,14,0,@MariaEduarda-r4z8c,2025-08-11T02:54:02Z
Eu amo vocês maninas vocês são muito especiais ❤❤🎉🎉,pt,38,3,@lucianaamaro1264,2025-08-11T01:50:21Z
Vamos 150M em um mês!,pt,18,2,@William456_MLBB,2025-08-11T00:57:20Z
Vamos 150M em menos de um mês!,pt,22,2,@William456_MLBB,2025-08-11T00:57:03Z
Amanhã vai fazer 1 Mês!,pt,20,2,@William456_MLBB,2025-08-11T00:56:30Z
Horrible... J'écoutais F(x) y'a 15 ans ça éclate tout les jours s'te groupe ptdr,pt,34,1,@Ayumiiii17,2025-08-10T16:50:40Z
"Vous êtes tellement créatives qu'Elliot a figé les vues. C'est fini, les filles. Je meurs d'envie de vous voir, mes filles. 😭💗🖐🏻      ‏‪2:47‬‏",pt,38,1,@لجين_ياروحمگگگ,2025-08-10T12:10:41Z
Jump çok güzel bir şarkı ve bence klibini çekmek ile çok uğraşmışlar,pt,30,4,@öykqwx,2025-08-10T07:14:46Z
A lisa é a coisa mais fofa desse mundo ❤️❤️,pt,27,2,@caroline-kb3dm,2025-08-10T04:02:44Z
EU CONVOCO TODOS OS FÃS BLINKS BRASILEIROS AQUI;-;☝️,pt,18,0,@Lunaxzz,2025-08-10T03:51:03Z
"Oie pessoal, eu e meu best reagimos ao clipe de Born Again e JUMP da BLACKPINK 💕 quem se interessar será bem vindo🫂",pt,38,1,@acervokaithom,2025-08-09T21:46:10Z
BLACK PINK vem pro BRASIL eu Ylana amo vocês,pt,14,0,@UbaldinoMoraesLopes,2025-08-09T19:45:00Z
J’aime beaucoup cette chanson même si ce n’est pas leur meilleure 😊 mais ça ne fait rien car j’avais tellement hâte de revoir blackpink réunis 🖤🩷,pt,53,0,@LilianeZoldyk,2025-08-09T18:12:49Z
Como que un poco,pt,18,0,@karlm9187,2025-08-09T17:59:17Z
"BLACKPINK é inigualável, nunca vi nada igual, parecido sim, mais igual nunca🖤🩷",pt,29,1,@richardpread,2025-08-09T15:57:40Z
"Jump - 137.470.852 de visualizações  
Em 4 semanas 😎👌",pt,28,0,@Ediquelme_Wold,2025-08-09T14:35:31Z
1:39  rosé ate for sureeeee,pt,19,2,@ThisGirlyIsChaotic,2025-08-09T14:17:07Z
Parabéns pelos 9 anos de blackpink rainhas vocês ainda vão brilhar muito,pt,38,5,@lilackpop,2025-08-09T04:27:57Z
que efeitos são esses amigas?,pt,19,0,@gibinhaskkkkkkk,2025-08-09T03:18:30Z
É  legal mais não pasa do saja boys 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅,pt,33,0,@RudimarRibeirodosSantos-g8i,2025-08-09T01:20:13Z
Je viens de France et je vous adore tellement vous êtes incroyable ❤quand je pense que sa fait déjà neuf ans  bravo,pt,33,6,@Ryta_123,2025-08-08T23:43:13Z
"Parabéns blackpink hoje é o dia de vocês 
08/08 amo vocês",pt,48,0,@joaoevangelistajr4412,2025-08-08T20:06:31Z
Eu sou o brasileiro que identificou o som de Pablo Vittar,pt,25,0,@iurequinzel6208,2025-08-08T19:06:42Z
"Oi Black pink !!!  Feliz  9 aniversário. Desculpa ser atrasado. AMO VOCÊS !!!!!!!!  Jennie ,Lisa , jisso , Rosé !!!",pt,30,0,@laisadeodato809,2025-08-08T15:43:20Z
a yg dando um Dorflex pra geral depois de gravar o MV.,pt,16,0,@lucasbispo-c5f,2025-08-08T14:59:25Z
AS MINHAS DIVAS ESTÃO JUNTAS DE NOVO 😭,pt,18,2,@mooncat7858,2025-08-08T04:15:12Z
"Bora subir essa visualização, Brasil?",pt,20,2,@ClauJuliaSantos,2025-08-08T01:24:16Z
Eu estou aq pra desejar feliz aniversário pra essas lindas🩷🖤,pt,14,4,@namorada_da_Hannah,2025-08-07T20:51:33Z
"Essa aqui e recente e não posso comentar ainda. Ops, mistério",pt,28,0,@joaobatistavieiradossantos5193,2025-08-07T15:32:25Z
"J ai tellement envie d' être comme vous 🎉😢
Mzis mes parents veulent pas 😅 
Dédicace ?",pt,20,1,@tasnimegameroblox,2025-08-07T05:44:33Z
MÚSICA BOA DA PORRA,pt,14,0,@med-h8j,2025-08-07T02:17:22Z
Même quand je serai vieille ‚ j'écouterai toujours BLACK PINK 💓🖤💓 . BORN PINK 🖤💓🖤💓,pt,20,1,@kpop-s7w,2025-08-06T23:51:58Z
"Por favor Blackpink vem para o Brasil 😭😭😭 ""jump""",pt,17,0,@clarrinhaoficial,2025-08-06T21:07:46Z
Bu şarkıyı çok seviyorum (bayıldım) ama blackpink'in ayrılmasını istemiyorum lütfen grubu dağıtmayın herkes sizi çok seviyo linçleri kafaya takmayın❤ SİZİ ÇOK SEVİYORUM BLACKPİNK SİZİN DAĞILMANIZA İİZİN VERMEK İSTEMİYORUM ❤❤❤❤❤❤❤❤×♾️ en azından arada bir grupca veya tek tek çıkarın (ama grupca çıkarmanızı daha çok istiyorum) inşallah bunu çevirip okumuşsunuzdur blackpink ❤ sizi çok seviyorum❤,pt,90,8,@Soft_Cat-EGD,2025-08-06T15:23:13Z
"Cả nhóm hôm đó đều chất ❤❤
Hát còm hay",pt,40,2,@Hungvan89-AL,2025-08-06T08:38:03Z
Eu fui dançar e fiquei com o pescoço doendo,pt,41,0,@isisscz,2025-08-06T00:51:29Z
QUE CLIPE MAIS INCRÍVEL 😮🤩🥰❤️,pt,28,1,@thiagocarneiro7447,2025-08-05T23:29:52Z
Lütfen ayrılmayın çocukluğumuz sizinle geçti ❤❤❤😊,pt,20,0,@GülhanKuş-h9c,2025-08-05T20:46:06Z
j'adore blackpink ça slay de fou !,pt,14,0,@nexus9790,2025-08-05T16:16:54Z
Eu amei essa música ❤,pt,14,0,@sebastiaolima4829,2025-08-05T15:08:32Z
"Imagina não ter gostado dessa obra de arte, tô simplesmente viciada",pt,24,2,@meldiazz,2025-08-05T13:57:05Z
Je trouve que ça change des blackpink mais je les adore quand même mon idole rosé❤,pt,48,1,@MargotMacra,2025-08-05T12:52:46Z
Musica doida akkakakaka😂😂😂😂😂 mas é muito boa❤😊❤,pt,27,0,@LauraSophia-x5u4e,2025-08-04T22:52:45Z
1:16 Rosé got the APT hair (Rosé tiene él pelo de APT XD),pt,43,40,@Tatx_edits,2025-08-04T20:21:31Z
"Kurna sztosik dziewczyny ! :D, super synchronizacja efektów z muzyką, dobry bass, jakoś dźwięku i ogólnie noga, łepetyna chodzi! aż wybrałoby się na koncert z taką jakością dźwięku :). Szacun, pozdro z Polski :)",pt,24,5,@Tajemniczy,2025-08-04T17:42:26Z
Só eu que percebi que a jaqueta da rosé parece com a da rumi,pt,71,0,@bezerra.alessandra25,2025-08-04T16:29:42Z
Etstá muito bom o videoclipe muito interessante e a música é bem boa e artístico,pt,64,0,@ritagoncalves7125,2025-08-04T16:03:24Z
Etstá muito bom o videoclipe muito interessante e a música é bem boa e artístico,pt,64,0,@ritagoncalves7125,2025-08-04T16:03:24Z
"Em yêu các chị quá, tuổi thơ của em",pt,38,0,@othihue9015,2025-08-04T14:09:56Z
Prêt a remixer le son 🔥🔥🔥,pt,14,1,@DIAMONDFACE-f2w,2025-08-04T08:35:50Z
"eu amei a música, e gostei de que elas fugiram um pouco do conceito de sempre👊🏻🥹",pt,47,1,@xw_lua,2025-08-04T01:58:19Z
Jisoo só cute❤,pt,14,1,@VitóriaCuervoDaSilveiraPinheir,2025-08-03T23:09:02Z
Gente eu tô viciada nessa música e minha 10 vendo em dois dias,pt,32,1,@MalueCelina,2025-08-03T23:01:47Z
tbm amo vcs sou fã número um,pt,24,1,@Gabifranjinha,2025-08-03T19:56:43Z
Uma musiquinha eletrônica com essa batida em…. Meu sonho haha,pt,32,0,@matheusbertelli,2025-08-03T16:13:11Z
Tôi yêu bài hát này❤❤❤❤,pt,30,0,@HânLê-p9h,2025-08-03T15:48:58Z
apesar de blinks não gostarem dos onces eu desejo tudo de bom para o grupo e para os fas STREAM JUMP,pt,56,1,@CASTWALSOFC,2025-08-03T15:33:27Z
Lisa i❤l❤o❤v❤e❤y❤o❤u,pt,12,0,@marhabotolqinov,2025-08-03T14:12:30Z
musica lixo nao façam mais,pt,32,0,@youngxs_7,2025-08-03T05:13:25Z
Headbanger que não bate cabeça pra isso tá errado,pt,43,1,@ang13mono,2025-08-03T04:00:11Z
Que bueno que mis fans hicieron una musica juntas las quiero 😢❤,pt,22,0,@DanielaReyes-j1k,2025-08-03T01:31:26Z
Eu isso no 2 da manhã kskksks 😂😂,pt,26,1,@Amy2411-link,2025-08-02T22:29:43Z
Até que em fim 🎉❤,pt,23,1,@JohnAlbuquerque-t5w,2025-08-02T20:56:05Z
"Poderia ser uma intro de um jogo, top❤❤",pt,17,1,@victoriasouzavalim78,2025-08-02T20:55:54Z
Que musica mais estranha,pt,22,0,@zaza1237,2025-08-02T19:20:15Z
Parece que esse MV foi feito por IA 😭,pt,17,0,@BexAlmeida,2025-08-02T17:42:21Z
"PERFEIÇÃO!!! AMEI, AMEI, AMEI E AMEI❤❤❤",pt,24,4,@Isoca_wy,2025-08-02T16:37:43Z
blackpink đã khiến tôi đu kp,pt,20,1,@tuyếnnguyễn-t5g,2025-08-02T15:42:23Z
Lendárias! Adoro vocês,pt,20,1,@majusantiago6333,2025-08-02T03:27:36Z
Mãi yêu BLACKPINK,pt,20,5,@roha6137,2025-08-02T02:09:35Z
"Okay okay. repetindo vadias, este é o melhor grupo",pt,14,1,@xx.sufckm1332,2025-08-02T00:29:24Z
"Meu Deus, isso é muito BOM. Ficou lindo mano",pt,18,0,@tatianagoulart13,2025-08-01T14:37:16Z
"Ê sợ v trời, nhạc hay mà đoạn nhảy như phim zombie á ;-;",pt,20,1,@t.thuy268,2025-08-01T13:49:08Z
1:07 parece que vai começar um piseirao kkkkkkkkkkkk,pt,23,0,@fevitoriaalves,2025-08-01T04:07:04Z
Que porra é isso,pt,23,1,@anapaulinha8614,2025-08-01T02:44:00Z
"Amei sou muito fã
❤❤❤❤❤❤❤",pt,14,0,@fontanawagner335,2025-08-01T01:25:28Z
Essa música é muito viciante,pt,24,0,@RoseaneSantos95,2025-08-01T00:44:06Z
AS RAINHAS ESTÃO DE VOLTA,pt,18,2,@Misly_Sophia,2025-07-31T23:49:04Z
Tem uma batina no meio que parece Corpo Sensual da Pabllo Vittar,pt,30,0,@rennancassiano,2025-07-31T22:55:39Z
"Muito bom mesmo fiquei viciada 
ÓTIMO!!!!!!!!!!!!!!!!!!!!!",pt,14,0,@AliceHeintzeLopes,2025-07-31T22:46:18Z
Bilmiyorum kaçıncı dinleyisim ama çok guzel aşırı sarıyorrrrrr,pt,20,0,@Daisye_Fair,2025-07-31T20:48:34Z
E dale música boa,pt,14,1,@malufyp,2025-07-31T15:51:13Z
Sou eu assim tem pessoas que não gosta de mim eu levo para a bobeira mas é tanta gente que não gosta de mim que parece que elas querem me copiar e daí parece que eu sou a inspiração delas,pt,159,0,@Fatosdaani,2025-07-31T10:16:43Z
Çok çok çok iyi ❤❤❤❤❤❤❤❤❤❤,pt,30,2,@DevaİkraAdam,2025-07-31T10:08:36Z
Şarkıyı baştan sona izledim ve çok sevdim çok  güzel😍💓,pt,20,8,@Elifmiow-e,2025-07-31T06:21:20Z
Elas voltaram e voltaram com tudoo!!😆❤️,pt,13,5,@ellenbaaklini2916,2025-07-31T01:58:47Z
Só vai curti os brasileiros👇,pt,18,0,@DayvsonLimaLIMA,2025-07-30T22:30:28Z
Hayir(linç degil kanalin çok severek takip ediyorum)Jump'u izleyin hala duruyor sahne tek ses farklı,pt,20,2,@Aysenurvibess,2025-07-30T20:49:34Z
Ou ❤❤❤est les Sénégalais,pt,24,1,@HinataHyuga-r1j,2025-07-30T19:58:40Z
E a manon tbm nn apareceu no vídeo oficial da dança de Gabriela,pt,40,1,@priscillavon5986,2025-07-30T18:09:21Z
J'ai appris ça black pink je suis française mais regarder 冇嘢,pt,29,2,@RUKA-d3m,2025-07-30T18:01:42Z
Jump çok güzel ve blakpink çok seviyorum en çokta liraya asigim,pt,30,2,@humeyrakarateke2779,2025-07-30T10:43:55Z
"AHMET MİNGUZZİ İÇİN ADALET 

JUSTICE FOR AHMET MINGUZZI 

為艾哈邁德·明古齊伸張正義 

アフメット・ミングッツィに正義を 

GIUSTIZIA PER AHMET MINGUZZI 

JUSTÍCIA PER A AHMET MINGUZZI 

아흐메트 밍구치를 위한 정의 

TEISINGUMAS AHMETUI MINGUZZI 

JUSTIÇA PARA AHMET MINGUZZI 

GEREGTIGHEID VIR AHMET MINGUZZI 

KEADILAN UNTUK AHMET MINGUZZI 

СПРАВЕДЛИВОСТЬ ДЛЯ АХМЕТА МИНГУЗЗИ 

ΔΙΚΑΙΟΣΥΝΗ ΓΙΑ ΤΟΝ ΑΧΜΕΤ ΜΙΝΓΚΟΥΖΙ",pt,43,1,@dracoxmalfoys,2025-07-30T10:34:35Z
Vous êtes enfin de retour sa me fait plaisir. J’ai eu des frissons quand je l’ai entendu pour la première fois ❤😂. Je vous adore toutes mais Lisa marque un point ❤mais si je vous aime toutes désolée rose jisoo et Jennie . Continue comme ça et faire des chansons incroyable comme d’habitude ❤. Sur le clip vous êtes trop belle 😍. J’ai hâte de vous voir en concert 😊❤. Félicitations 🎉,pt,100,0,@lagameuse-r1t,2025-07-30T08:24:03Z
Cadê o álbum????,pt,24,1,@liziecf,2025-07-29T22:30:29Z
Amei muito e e eu sou do me🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,pt,20,1,@mihlindinha,2025-07-29T17:59:50Z
1:39 da arkada yuvarlanmak yerine takla atıyorlar attıkları taklanın adını bilmiyorum ama bende atabiliyorum. gerçek,pt,14,0,@Roze_fann,2025-07-29T16:35:22Z
Lúc đầu đồn lắm vào là Tan rã h thì comeback lại r đấy .,pt,20,0,@thaotruong6345,2025-07-29T16:23:57Z
1:04 tôi yêu backpink❤❤❤,pt,20,1,@ThịHạNguyễn-u8p,2025-07-29T15:04:49Z
Ça fait prendre ça,pt,20,2,@NilDemi-g9r,2025-07-29T14:24:51Z
Yêu mấy chị quá❤❤❤❤,pt,20,1,@duy3091,2025-07-29T13:53:38Z
"o conceito do mv é interessante, mas a produção é tão artificial, principalmente no movimento do corpo delas (cada pessoa tem seus trejeitos de dança e movimento e isso ia n consegue reproduzir). música ótima como sempre, mas esse mv tá tristinho hein (n esperava mais da yg tho)",pt,170,0,@dustestrella7265,2025-07-29T11:58:58Z
Quero o álbum logo,pt,14,0,@Eduard-cv1ng,2025-07-29T11:54:28Z
Vamos fazer chegar até 300 milhões Vey!!,pt,20,0,@caceanaawo,2025-07-29T01:14:21Z
Mais que porcaria de mv é esse?,pt,32,0,@hayllasantos6143,2025-07-29T00:47:38Z
nao gostei do clipe mais a música ta linda tô alegre que elas voltaram,pt,59,0,@StarBianima,2025-07-28T23:17:51Z
Eu escutei uma batida de funk ou eu tô doido?,pt,35,0,@fredgarcia27,2025-07-28T23:09:09Z
Uma versão atualizada de Party Rock Anthem!! 😂 😎😎,pt,23,1,@eu.sarasimon,2025-07-28T22:11:29Z
Mds eu espero tanto por isso,pt,12,2,@ana._.beatriz681,2025-07-28T21:49:37Z
ate no comment,pt,13,0,@fehmidaasker4359,2025-07-28T21:33:05Z
"Mano eu falando que a música e ruim, já assisti umas 10 vezes",pt,41,2,@Edits-oficial-ofc,2025-07-28T20:18:31Z
❤I❤L❤O❤V❤E❤B❤L❤A❤C❤K❤P❤İ❤N❤K,pt,12,1,@Selam_Ben_Nezuko,2025-07-28T20:13:22Z
fumaram até o traficante pra fazer esse mv,pt,14,1,@esposadalina,2025-07-28T14:58:13Z
Hadi bunu da çalın da görelim Baby Monster,pt,18,1,@İnsan-j,2025-07-28T14:21:26Z
Lan olm o ne 100 abone için geldim,pt,14,2,@halitziyausakligilortaokulu,2025-07-28T06:52:42Z
Tôi không có của một được mình nhé thank you BlackPink JUMP ! ❤😊,pt,40,0,@KUYEEY6,2025-07-28T03:38:18Z
Ja dut sé  diumm!!! Blackpink in you área y suena ese soniditooo muy buenoo!!!!,pt,29,1,@magalirivera4751,2025-07-28T00:49:53Z
essa musica me deixa tão impulsivo scrr,pt,14,1,@oioi-v6v,2025-07-27T20:13:47Z
Que perfeição! Voltaram com tudoo! 🖤🩷,pt,38,1,@Bibizinha_zx,2025-07-27T19:28:41Z
O vídeo ficou prft !! 🖐🏻🤍,pt,14,0,@LuvysYunah,2025-07-27T18:35:36Z
Teria prestado se não fosse IA pura,pt,14,1,@onsniki,2025-07-27T18:32:18Z
Brasil?? Alguém?? Não vejo nenhum comentário brasileiro,pt,30,0,@samyygur,2025-07-27T17:20:20Z
"Bence o ""Çat kapı gelirim aklına oğlum""kısmını Lisa söylemeliydi",pt,14,1,@Metehayatımolmuş_1,2025-07-27T14:05:30Z
O BLACKPINK JÁ VAI BATER 100 MILHÕES DE ESCRITOSSSSSS,pt,28,1,@Júlia_liah_manu-22,2025-07-27T13:43:02Z
BLACKPINK LANÇAR MAS PEDRADAS PROS HATERS  PFVVVVV 😢😢😢😢😢😢😢,pt,19,0,@Júlia_liah_manu-22,2025-07-27T13:33:06Z
BLACKPINK AQUI ESTÁ A SUA FÃN VERDADEIRA NA SUA ARIA ❤❤❤❤❤❤❤❤❤❤❤,pt,46,1,@Júlia_liah_manu-22,2025-07-27T13:31:04Z
Đã tai đã mắt,pt,20,2,@TốngChiến-i9s,2025-07-27T12:50:56Z
Đã quá lách pin ơi,pt,30,1,@KiềuChinh-w4y,2025-07-27T12:50:13Z
WHO LİKE JENNİE LİSA JİSOO ROSÉ💗😍,pt,14,2,@Mellys_chanell,2025-07-27T12:25:42Z
"Quem é brasileiro ( a ) 🇧🇷🇧🇷🇧🇷🇧🇷 deixa o like 
👇🏻",pt,18,0,@yanne_ju,2025-07-26T23:44:49Z
Tem uma parte que toca forro Brasil 🇧🇷 estilo felipe amorim e xand,pt,26,1,@frhuansilva,2025-07-26T23:35:26Z
🇧🇷? BRASILL cade vcs! Curte pra eu saber que vcs ainda existem no mundo do k-pop,pt,21,1,@jujubinha-xl9iz,2025-07-26T21:54:08Z
Kisha e mine não pode acabar! 😢😢,pt,14,1,@engenhariakids,2025-07-26T20:54:31Z
"YA SALIOOOOÓ
UNA COMO TÚ
CORAZÓN SERRANO FT KEN-Y
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",pt,39,4,@FrancheskoAQ,2025-07-26T20:51:28Z
"YA SALIOOOOÓ
UNA COMO TÚ
CORAZÓN SERRANO FT KEN-Y
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",pt,39,1,@FrancheskoAQ,2025-07-26T20:51:19Z
A meta agora é 200 MILHÕES,pt,24,1,@Surikku17,2025-07-26T15:58:08Z
hấp dẫn quá. mời các bạn ghé qua thăm nhà tôi nhé.,pt,50,0,@BrainrotDrop,2025-07-26T15:18:38Z
lembra muito s aqueles clieps dos anos 90 pra 2000. eu gostei muito,pt,16,0,@jflorencejeh3915,2025-07-26T15:13:27Z
"Já chci jít na váš koncert ale nemám na to peníze 😢 já vás mám hodně ráda ❤ a kdybych se s vámi viděla nevím co bych dělala asi bych se rozbrečela a nevěřila bych tomu co vidím . To by byl můj největší sen ,ale tohle se stane jenom ve snu protože nemám peníze😢😢😢 ale kdyby se mě někdo zeptal jaká je moje nejoblíbenější k-pop skupina řekla bych určitě hned BLACKPINK❤❤❤ vždy budete v mém srdci 😊",pt,222,0,@lavetka,2025-07-26T14:44:11Z
Perfect gerçekten çok güzel❤❤❤,pt,20,0,@Heyyys_Sılalom,2025-07-26T13:04:58Z
Parabéns rainhas pelos cem milhões,pt,20,1,@VanessaSantos087,2025-07-26T12:59:53Z
"ÇILGIN VE SAÇMA ŞEYLERİ SEVERİM TAM BANA GÖRE!!
SÖZLERİ ANLAMLIII 
BEGENMEYENLER NEYİN KAFASINI YASIYOR
🌙🎀 J  U M P 🎀🌙",pt,20,4,@Esosee_esogelincorbasuu,2025-07-26T10:03:41Z
"ERGEN ZAMANIMI İYİ GEÇİRDİ BİR EFSANE DOĞDU VE BİTTİ SENİ UNUTMYACAĞIZ BLACPİN SİZİ SEVİYORUZ LİSA,ROSÉ,JİSOO,JENNİE SİZİİ HİÇ UNUTMİCAZ",pt,34,1,@JokerssErvaa,2025-07-26T07:51:04Z
cố gắng để các cô gái đạt được 100 triệu người đăng kí,pt,40,2,@anhiuoi-rs,2025-07-26T06:45:59Z
100 milhões em 2 semanas é pra poucoss💋💋,pt,24,2,@Surikku17,2025-07-26T04:14:41Z
100 MILHÕES EM 2 SEMANAS,pt,14,1,@chuuveenndo,2025-07-26T00:45:10Z
C’était pour leurs com BACK APRÈS 3 ans 😢,pt,19,0,@LASCHOCOH-t1o,2025-07-25T23:42:38Z
Essa música não sai da minha mente,pt,24,0,@FranciscoDesousaFernandes-o7k,2025-07-25T23:33:57Z
1;9 por uma hora eu achei que a jeon somi tava no lugar da rose kkkkk,pt,38,0,@adenilopes7678,2025-07-25T22:53:12Z
Será que é o último contrato delas,pt,43,0,@lucasevangelista5810,2025-07-25T22:39:00Z
"Bu şarkı diğerkilerinden çok daha farklı gibi geldi

Belki de sadece uzun zamandır şarkı yüklemedikleri içindir😂",pt,24,2,@ayseyse,2025-07-25T18:53:24Z
"Cảm ơn vì 100 triệu views lúc 00:53 AM haha, đi ngủ  đây nha (´｡• ω •｡`) ♡",pt,20,0,@glinhdangiu0.0,2025-07-25T17:53:50Z
os 100 milhões está chegando 🎉❤,pt,24,5,@tontwist,2025-07-25T17:43:08Z
Saat 20:30 u geçse de yine izliyelim,pt,14,2,@Ytyibiraktim,2025-07-25T17:27:48Z
Rumo a 100 milhões,pt,14,1,@KiniiallysMellyka,2025-07-25T17:02:47Z
100 milhões de views quase,pt,14,0,@heloisacafalchi1580,2025-07-25T16:13:38Z
Alguém aqui antes dos 100 Milhões?,pt,24,6,@William456_MLBB,2025-07-25T15:55:25Z
Estou aqui antes dos 100 Milhões! Mais alguém???,pt,33,1,@William456_MLBB,2025-07-25T15:55:12Z
JISOO💗JENNİE💗 ROSÉ💗LİSA,pt,14,3,@KittyTocaas,2025-07-25T15:07:31Z
"uhuuu todos os dias Blackpink anima o dia, mesmo a Lisa estando preocupado com o País dela ♥",pt,35,0,@ronalddepaula7603,2025-07-25T14:42:54Z
Hiç ilerlemeden 10 kere izledim yeminle çevirip okuduysan teşekkür ler❤🇹🇷,pt,20,3,@wjisoom,2025-07-25T14:17:53Z
"Ate que essa música não é tão ruim, mas o clipe é meio genérico",pt,91,1,@regisalexandregay,2025-07-25T13:50:48Z
E̤n̤j̤o̤y̤e̤d̤ y̤o̤ṳr̤ s̤o̤n̤g̤ a̤ l̤o̤t̤ ❤,pt,28,1,@navyaverma1916,2025-07-25T13:32:16Z
A Jisoo ameaçado aparecer 😢,pt,14,1,@fatimacosta264,2025-07-25T12:34:53Z
Blinks nos cancelan las visualizaciónes,pt,19,0,@GuadalupeGonzálezSerrano,2025-07-25T12:30:34Z
Klip çok saçma ama şarkı çoooooook güzel❤❤❤❤,pt,30,0,@Serap-y4j,2025-07-25T10:42:43Z
Men qõllab kõtaramna✋✋✋✋,pt,20,1,@AnisaImron-r7g,2025-07-25T05:25:27Z
Muito bom esse música,pt,14,2,@CarlosFernandoSousaNascimento,2025-07-25T03:27:14Z
"Hj estou comemorando meu aniversário, escutando o meu grupo favorito,que me fez entrar por mundo do k-pop, obrigado BLACKPINK,por ter sido o começo de k-popper a 7 anos atrás❤🎉 PARABÉNS PRA MIM",pt,77,1,@ilikekpopandyou,2025-07-25T03:03:20Z
alguien sabe que tipo musica trae como lo que sono al final,pt,31,0,@bryanaboytes8148,2025-07-25T00:46:25Z
Jumb é o melhor da blackpink,pt,18,1,@LarissaGonçalves-e5u,2025-07-24T22:06:26Z
Gosto do bp mas as vezes prefiro pensar q esse clipe não existe,pt,27,0,@Moon_s266,2025-07-24T21:41:59Z
🩷 O refrão gruda igual chiclete rosa e te faz querer dançar até no banho!,pt,42,0,@kaylamonique8738,2025-07-24T18:41:24Z
💥 Jennie rima como se estivesse desfilando em uma passarela de trovões — cheia de atitude e charme!,pt,48,0,@kaylamonique8738,2025-07-24T18:41:11Z
🎤 Jisoo tá com uma voz tão linda e poderosa que parece que ela tá cantando direto pro nosso coraçãozinho BLINK!,pt,98,1,@kaylamonique8738,2025-07-24T18:40:56Z
Aqui é do Brasil vocês ainda vão fazer um filme 🎞️🎥😅😅,pt,38,0,@mariliagomes3918,2025-07-24T18:40:43Z
"👑 Rosé cantando em ""JUMP"" parece fada punk lançando feitiço musical!",pt,34,0,@kaylamonique8738,2025-07-24T18:40:42Z
💫 A Lisa dropa os versos com tanta confiança que parece que ela tá voando e levando a gente junto!,pt,67,0,@kaylamonique8738,2025-07-24T18:40:21Z
"💖 ""JUMP"" é como um abraço energético com glitter rosa e preto! Não tem como ouvir sem sorrir!",pt,79,0,@kaylamonique8738,2025-07-24T18:40:00Z
🖤 BLACKPINK nunca decepciona! Essa música é tipo sorvete no verão: refrescante e viciante!,pt,38,1,@kaylamonique8738,2025-07-24T18:39:28Z
"🌸 Cada 'jump' que elas dão, eu dou também no meu quarto! Coreografia e vibe 10/10!",pt,41,2,@kaylamonique8738,2025-07-24T18:37:53Z
. 🎶 A batida bate no peito igual coração apaixonado por BLACKPINK!,pt,32,1,@kaylamonique8738,2025-07-24T18:37:35Z
"💖 ""JUMP"" é como um abraço energético com glitter rosa e preto! Não tem como ouvir sem sorrir!",pt,79,1,@kaylamonique8738,2025-07-24T18:37:02Z
Como os puedo distinguir 😮❤❤?,pt,13,0,@Elia_Blackpinck.Golddorado,2025-07-24T18:28:56Z
Rumo aos 100 milhões em 2 menos de duas semas,pt,18,0,@Wonhee_Bear,2025-07-24T18:26:21Z
Minhas meninas estão de volta 🖤🩷,pt,14,1,@yu-rizita_niniezinha.loverrss,2025-07-24T16:57:01Z
Quá đã,pt,20,0,@HuyTrần-n9t6c,2025-07-24T15:28:29Z
Que isso!!!! Arrasaram muito!!! Amei meninas!,pt,17,0,@cintyacorreia3333,2025-07-24T15:06:24Z
MV çok saçma olmuş,pt,20,2,@jenniewiw,2025-07-24T13:40:50Z
Amanhã já vai fazer 2 semanas 😭😭,pt,20,0,@blackpink_blink123-n6e,2025-07-24T12:58:39Z
Quem não consrgue parar de cantar essa maravilha?,pt,14,2,@ViihOFCC,2025-07-24T12:47:44Z
YG BABYMONSTER’A O KADAR PARA HARCAYINCA KALAN PARAYLA YAPTIĞI MV’YE BAK YA  NE BİÇİM UÇMA SAHNESİ BU ESKİ MVLER ŞAHANE BU DA GERİSİ BAHANEDE SANKİ AW,pt,41,1,@YT-N4lsy-09,2025-07-24T12:30:12Z
"Video geil, Mädels supergeil, Lied... na ja.",pt,13,0,@a.m.4683,2025-07-24T09:52:04Z
OFF YİİAA JENNİEM LİZAM VE ROZEM COK AZ GOZUKUYO VE COK AZ SOYLUYO👉🏻👈🏻👉🏻👈🏻👉🏻👈🏻 HEPSİ JİSSO YUZUNDEN COK FAZLA GÖZÜKĞYO BUTUN SARKIYI DA O SÖYLEMİS RESMEN IRKCILIK VARR!!!!,pt,12,0,@bpxqueen9889,2025-07-24T08:38:42Z
Quem tá aqui do Brasil?🇧🇷,pt,14,0,@mayborges853,2025-07-24T05:27:00Z
Isso é um MV ou um filme? Elas arrasam demaisss,pt,26,2,@apenasumapessoaslk,2025-07-24T03:49:21Z
